cluster_key,fate,reason,n_members,sources,provider,best_tier,category,significance,claim_status,independent_count,score,prellm_score,on_mission,headline,summary
b60b98a01c473b0a,repeat_dropped,band=mid sim=0.58 score=13.14 blocked=below_floor prior=b9ee6c07,1,mee,groq,2,politics,balance,unconfirmed,1,13.138,0.4758,1,بررسی وضعیت جنگ و ناوگان در مجمع‌العموم سازمان ملل,در روز چهارم مجمع‌العموم، رهبران بر جنگ آمریکا-اسرائیل با ایران و بحران خاورمیانه تمرکز کردند. رئیس‌جمهور سومالی افزایش قیمت انرژی و غذا را به این جنگ نسبت داد و اتحادیه اروپا حمایت خود را از راه‌حل‌های دیپلماتیک اعلام کرد.
3b0a8b8239ac6a7a,repeat_dropped,band=mid sim=0.76 score=12.93 blocked=below_floor prior=9caf767c,1,mee,groq,2,economy,economy,unconfirmed,1,12.929,0.2740,1,کاهش قیمت نفت با افزایش امید به آتش‌بس آمریکا و ایران,قیمت نفت برنت با وجود نوسانات اخیر، به دلیل افزایش شایعات مبنی بر توافق صلح میان آمریکا و ایران کاهش یافت. این کاهش قیمت در بازارهای جهانی مشاهده شد.
ae8815155987103e,repeat_dropped,band=mid sim=0.67 score=12.96 blocked=below_floor prior=9caf767c,2,reuters_gnews,groq,2,economy,economy,unconfirmed,1,12.964,0.5179,1,افت قیمت نفت به دلیل امید به آتش‌بس آمریکا و ایران,قیمت نفت کاهش یافت زیرا امید به آتش‌بس میان آمریکا و ایران بر اثر حملات حوثی‌ها به عربستان سنگین‌تر شد. متحدان عربستان در برابر تشدید حملات حوثی‌ها متحد شدند.
92b1b8301ac2abd4,relevance_dropped,,1,iran_international,groq,2,security,none,unconfirmed,1,8.836,0.3639,1,مسدود شدن سیم‌کارت‌ها پس از فعالیت‌های سیاسی در شبکه‌های اجتماعی,کاربران ایرانی گزارش دادند که خطوط تلفن آن‌ها پس از انتشار یا لایک کردن محتوای سیاسی در اینستاگرام قطع شده است. این اقدام گسترش روشی است که قبلاً در میان فعالان سیاسی و روزنامه‌نگاران گزارش شده بود.
547ddd78e5a99b34,repeat_dropped,band=mid sim=0.69 score=12.79 blocked=below_floor prior=842a4cdc,1,mee,groq,2,politics,balance,unconfirmed,1,12.792,0.4547,1,پزشکیان: حوثی‌ها مسئول اقدامات خود هستند و از تهران دستور نمی‌گیرند,پزشکیان در گفت‌وگو با فاکس نیوز تأکید کرد که تهران در طرح‌های نظامی حوثی‌ها دخالتی ندارد. او گروه‌های مقاومت منطقه را مسئول تصمیم‌گیری‌های مستقل خود بر اساس شرایط تحمیل‌شده دانست.
3fc2c72865ff115f,irrelevant,,1,haaretz,groq,2,,,,,,0.2358,1,,
d943391fec0a2bbb,repeat_dropped,band=mid sim=0.62 score=8.43 blocked=below_floor prior=9ae4abf7,2,mee|tg_rnintel,groq,2,security,none,unconfirmed,1,8.431,0.4793,1,صدور هشدار امنیتی در استان جازان عربستان سعودی,اداره کل دفاع مدنی عربستان سعودی هشدار خطر احتمالی در استان جازان صادر کرد. کمی پس از آن، مقامات اعلام کردند که خطر از بین رفته است.
0d95017a0cedd27f,irrelevant,,1,haaretz,groq,2,,,,,,0.2690,1,,
d602a05146844126,repeat_dropped,band=high sim=0.82 score=13.28 blocked=below_floor prior=06200024,1,the_war_zone,groq,2,military,economy,unconfirmed,1,13.281,0.3718,1,فرانسه نیروهای نظامی برای دفاع از تأسیسات نفتی عربستان اعزام می‌کند,فرانسه نیروهای نظامی خود را برای کمک به دفاع از تأسیسات نفتی عربستان در دریای سرخ اعزام می‌کند. این اقدام به‌عنوان آخرین تلاش یک کشور اروپایی برای تثبیت عرضه نفت از طریق کمک نظامی توصیف شده است.
8462f68be7ffad6b,repeat_dropped,band=mid sim=0.74 score=12.00 blocked=below_floor prior=1af146c9,1,bbc_en_me,groq,2,politics,balance,unconfirmed,1,12.000,0.3931,1,آمریکا به هیئت ایران اجازه حضور در جلسات سازمان ملل را می‌دهد,آمریکا به هیئت دیپلماتیک ایران، از جمله مسعود پزشکیان و عباس عراقچی، اجازه ورود به نیویورک برای شرکت در جلسات سازمان ملل را داده است. این تصمیم در حالی گرفته شده که جنگ به نیمه دوم خود رسیده است.
0031dab98ad5ab57,irrelevant,,5,osint613_a|tg_minas_tirith|tg_tabzlive|tg_wfwitness,groq,3,,,,,,0.4826,1,,
abb3480d8c116368,relevance_dropped,,3,osint613_a|tg_fighter_radar|tg_kianmeli,groq,3,military,none,rumour,0,9.190,0.6297,1,ارتش اسرائیل تونل ۲ کیلومتری در جنوب غزه را تخریب کرد,نیروهای ارتش اسرائیل در جریان عملیات پاکسازی در منطقه «خط زرد» جنوب غزه، یک تونل به طول حدود ۲ کیلومتر را تخریب کردند. این عملیات در چارچوب توافق آتش‌بس و با هدف رفع تهدیدهای زیرزمینی انجام شد.
a3e09a4d9f022884,clickbait,,1,tg_kianmeli,groq,3,,,,,,0.6020,1,,
b3884853c06826f6,irrelevant,,1,tg_kianmeli,groq,3,,,,,,0.4076,1,,
20285e342d8911ce,repeat_dropped,band=mid sim=0.75 score=11.94 blocked=below_floor prior=15a94b62,17,tg_entekhab|tg_esellco|tg_fighter_radar|tg_irane_azad_news,groq,3,politics,balance,rumour,0,11.938,0.7063,1,ایران طرح هفت‌روزه برای بازگشایی تنگه هرمز و مذاکرات ارائه کرد,وزیر خارجه ایران طرحی را از طریق میانجی‌ها به واشنگتن ارائه کرد که شامل توقف خصومت‌ها، رفع تحریم‌ها و بازگشایی تنگه هرمز در هفت روز است. همزمان، مقامات اسرائیل هشدار داده‌اند که در صورت احیای برنامه هسته‌ای ایران، مجدداً حمله خواهند کرد.
aea9533bf0574d92,clickbait,,8,tg_iranian_militarism,groq,3,,,,,,0.7530,1,,
7c47f9cece8ee3e1,relevance_dropped,,1,tg_parvaz_capital_tel,groq,3,economy,none,rumour,0,7.901,0.3087,1,قطع دسترسی به سرمایه در یکی از پلتفرم‌های معاملاتی طلا,کاربران یکی از پلتفرم‌های آنلاین معاملات طلا در ایران از ناتوانی در برداشت سرمایه خود خبر داده‌اند. این پلتفرم پیش‌تر بارها مورد هشدار قرار گرفته بود.
fba5ceb3e2353d65,relevance_dropped,,1,osint613_a,groq,3,security,none,rumour,0,6.897,0.1176,1,رهایی تانکر تحریم‌شده سبو ۱ از دست دزدان دریایی,تانکر نفتی سبو ۱ که در ماه اوت توسط دزدان دریایی سومالی ربوده شده بود، با موفقیت نجات یافت. این خبر توسط نیروی پلیس دریایی پونتلند تأیید شده است.
8ca6fa76bc53d913,repeat_dropped,band=mid sim=0.60 score=10.98 blocked=below_floor prior=35a92a2c,2,tg_esellco|tg_fighter_radar,groq,3,economy,economy,rumour,0,10.976,0.5262,1,ممنوعیت صدور چک رمزدار و اختلال در خدمات بانکی و خبرگزاری فارس,صدور چک‌های رمزدار از ۷ مهر ۱۴۰۵ ممنوع شد تا با چک‌های تضمین‌شده جایگزین شوند. همزمان، تحریم‌های آمریکا باعث اختلال در صدور گواهی امنیتی برای وب‌سایت‌های ایرانی از جمله فارس و سامانه‌های بانکی شده است.
98fb501a969071e1,sent_followup,band=mid sim=0.62 score=16.93 kept=above_floor prior=8e198698,2,tg_geopolitics_prime|tg_kianmeli,groq,3,military,escalation,rumour,0,16.926,0.5844,1,پروازهای شناسایی آمریکا در تنگه هرمز و اعلام آمادگی سپاه برای پاسخ متفاوت,منابع از پروازهای شناسایی هواپیماهای آمریکایی بر فراز جزایر قشم و هنگام و استقرار ۱۶ فروند جت F-16 در منطقه خبر داده‌اند. سخنگوی سپاه پاسداران اعلام کرد در صورت حمله جدید، از تسلیحات متفاوتی استفاده خواهد شد.
bda9b97bb7eccf7d,repeat_dropped,band=mid sim=0.62 score=6.81 blocked=below_floor prior=f782efef,1,osint613_a,groq,3,security,none,rumour,0,6.808,0.4050,1,نیروهای اسرائیلی خانه مهاجم نوه تسوف را مهر و موم کردند,نیروهای اسرائیلی در اقدامی شبانه، خانه تروریستی که مسئول کشتار اخیر در نوه تسوف بود را مهر و موم کردند. این اقدام بر اساس دستور موقت صادره از سوی فرماندهی مرکزی ارتش اسرائیل انجام شد و فرآیند تخریب ساختمان ادامه خواهد داشت.
4a8b72f9883a657b,clickbait,,1,tg_fighter_radar,groq,3,,,,,,0.5180,1,,
5a6c9acf2ad14a91,irrelevant,,1,tg_iranian_militarism,groq,3,,,,,,0.2456,1,,
635cb5769f2574fa,repeat_dropped,band=mid sim=0.61 score=10.98 blocked=below_floor prior=a877ad81,3,tg_esellco|tg_fighter_radar|tg_minas_tirith,groq,3,economy,economy,rumour,0,10.985,0.3939,1,کاهش شدید واردات نفت چین از ایران به ۸۰ هزار بشکه,واردات نفت خام چین از ایران در ۲۰ روز نخست سپتامبر به میانگین ۸۰ هزار بشکه در روز کاهش یافته است. این رقم نسبت به ۱ تا ۱.۵ میلیون بشکه در روز پیش از جنگ، کاهش ۹۲ تا ۹۵ درصدی را نشان می‌دهد.
3a466ff6d24f16a9,repeat_dropped,band=mid sim=0.63 score=5.78 blocked=below_floor prior=6fb755c2,1,osint613_a,groq,3,politics,none,rumour,0,5.775,0.5415,1,نایب رئیس پارلمان عراق بر تسلیح انحصاری دولت تأکید کرد,نایب رئیس پارلمان عراق در گفت‌وگو با شبکه الحدث، تسلیح گروه‌های مسلح را تابع تصمیمات همسایه دانست. او خواستار محدود کردن سلاح به دولت برای جلوگیری از درگیری‌های داخلی شد.
8e9bf7e987f9cc3a,rank_dropped,,1,tg_fighter_radar,groq,3,economy,economy,rumour,0,10.730,0.1144,1,حذف ۵۰۰ میلیون دلار ارز ترجیحی از منابع دارویی ایران,رئیس سازمان غذا و دارو از حذف ۵۰۰ میلیون دلار از منابع ارز ترجیحی دارو خبر داد. این اقدام می‌تواند هزینه تولید و تأمین دارو را افزایش دهد و فشار بر بیمه‌ها را تشدید کند.
525275501a678035,clickbait,,1,tg_iranian_militarism,groq,3,,,,,,0.3299,1,,
961bbb04600f5dc9,clickbait,,2,tg_iranian_militarism|tg_minas_tirith,groq,3,,,,,,0.5375,1,,
c8ffc40881595814,cap_refused,,1,tg_iranian_militarism,,3,,,,,,0.6151,1,,
38b7d85fabccab36,cap_refused,,1,osint613_a,,3,,,,,,0.3513,1,,
c52fe224e030a816,cap_refused,,2,tg_eco_ehsan,,3,,,,,,0.4154,1,,
eaaf4de47d0e9656,cap_refused,,1,tg_minas_tirith,,3,,,,,,0.3422,1,,
840696d7cca9bc02,cap_refused,,1,osint613_a,,3,,,,,,0.4575,1,,
b2060b4541433ff3,cap_refused,,2,tg_entekhab|tg_mornovosti,,3,,,,,,0.4682,1,,
d9b26bb2dcea06e5,cap_refused,,3,tg_geopolitics_prime|tg_rnintel,,3,,,,,,0.4028,1,,
c9a7fa6caf9c386b,cap_refused,,1,tg_rnintel,,3,,,,,,0.3233,1,,
c89d122a4831e781,cap_refused,,1,osint613_a,,3,,,,,,0.2243,1,,
aaaa9d6dd37e340e,cap_refused,,3,tg_geopwatch|tg_mes|tg_vahid_online,,3,,,,,,0.6149,1,,
156633ff71175f00,cap_refused,,1,tg_wfwitness,,3,,,,,,0.3820,1,,
b0d1a768229e802b,cap_refused,,3,tg_tabzlive,,3,,,,,,0.5811,1,,
5f0ba0c583000646,cap_refused,,2,ajar|sky_news_arabia,,2,,,,,,0.3866,0,,
43a4f79ec8b3f3d6,cap_refused,,3,al_jazeera|tg_rnintel|tg_tabzlive,,2,,,,,,0.1452,0,,
93e92c1bd850ec07,cap_refused,,1,sky_news_arabia,,2,,,,,,0.0516,0,,
63011a5284f551ef,cap_refused,,1,maariv,,2,,,,,,0.2269,0,,
02208799e3e0750f,cap_refused,,2,maariv,,2,,,,,,0.2442,0,,
81e5788b891c050d,cap_refused,,3,maariv,,2,,,,,,0.4967,0,,
005aaea8deb3f8e9,cap_refused,,1,maariv,,2,,,,,,0.3710,0,,
c31633109730264b,cap_refused,,1,al_jazeera,,2,,,,,,0.1084,0,,
4725e2b495357ab8,cap_refused,,2,maariv,,2,,,,,,0.2573,0,,
b3d6a84aae206249,cap_refused,,1,aviationist,,2,,,,,,0.4216,0,,
24929c56ee822b08,cap_refused,,1,maariv,,2,,,,,,0.1704,0,,
6a745383f80fe5a3,cap_refused,,1,maariv,,2,,,,,,0.2459,0,,
399df729e3f35709,cap_refused,,1,al_jazeera,,2,,,,,,0.2221,0,,
fb364ed5c57cde76,cap_refused,,1,sky_news_arabia,,2,,,,,,0.1371,0,,
91a7f2f7f5c96f91,cap_refused,,1,bbc_en,,2,,,,,,0.0926,0,,
8e9d2b5eabd77610,cap_refused,,1,sky_news_arabia,,2,,,,,,0.0055,0,,
b912d5c746c579f3,cap_refused,,1,maariv,,2,,,,,,0.3366,0,,
d56328842d2af2a3,cap_refused,,1,tehran_times,,2,,,,,,0.1820,0,,
8fb209380f76e814,cap_refused,,1,al_jazeera,,2,,,,,,0.3057,0,,
8c319b4345ca390b,cap_refused,,3,maariv|tg_tabzlive,,2,,,,,,0.5557,0,,
f13f5b9245c507c7,cap_refused,,1,sky_news_arabia,,2,,,,,,0.2032,0,,
794329b7b1750d37,cap_refused,,1,sky_news_arabia,,2,,,,,,0.0853,0,,
8f8eeeb0b332747d,cap_refused,,1,aawsat,,2,,,,,,0.1455,0,,
9f3fb74c98514a46,cap_refused,,1,maariv,,2,,,,,,0.1874,0,,
93f2023e62809643,cap_refused,,1,sky_news_arabia,,2,,,,,,0.0652,0,,
1facaccbb3a9413d,cap_refused,,1,maariv,,2,,,,,,0.1664,0,,
a7346a0cfaf23e0c,cap_refused,,2,maariv,,2,,,,,,0.3769,0,,
5fa90a622206dba7,cap_refused,,1,naval_news,,2,,,,,,0.2072,0,,
755e224dc4ac4f48,cap_refused,,1,sky_news_arabia,,2,,,,,,-0.0002,0,,
186dfce27d18c71a,cap_refused,,1,sky_news_arabia,,2,,,,,,0.2846,0,,
a3a46bf111a258eb,cap_refused,,1,sky_news_arabia,,2,,,,,,0.0036,0,,
6236f2a32c762d6c,cap_refused,,1,haaretz,,2,,,,,,0.2933,0,,
10c079d749df01be,cap_refused,,1,naval_news,,2,,,,,,0.1664,0,,
7462ead5b64352ef,cap_refused,,1,al_jazeera,,2,,,,,,0.1986,0,,
28ca4996afdb78f5,cap_refused,,1,ajar,,2,,,,,,0.0784,0,,
a7a4a36b1954fc00,cap_refused,,1,al_jazeera,,2,,,,,,0.0782,0,,
ae49e07fb2f64426,cap_refused,,1,al_jazeera,,2,,,,,,0.1228,0,,
dc7a760e20d5ee92,cap_refused,,1,ajar,,2,,,,,,0.1143,0,,
0d49a34aecf2414b,cap_refused,,1,al_jazeera,,2,,,,,,0.1859,0,,
5ed93077a25bb67c,cap_refused,,1,ajar,,2,,,,,,0.4056,0,,
8fd1371dd3852cec,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,ajar,,2,,,,1,,0.0138,0,هل يستبدل الجسم نفسه كل 7 سنوات؟,
3963cef175c05b65,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,ajar,,2,,,,1,,0.0490,0,رصيد مجاني في متجر بلايستيشن.. كيف تعرف إن كنت مؤهلا قبل شراء اللعبة؟,
57aab4435cdb93d5,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,2,bbc_en|tg_tabzlive,,2,,,,2,,0.2281,0,"🇨🇳 🇺🇸 ⚡️ — Chinese President Xi Jinping: President Trump has pledged to make America great again and lead the American people in making significant strides. China is committed to achieving great national rejuvenation, and Chinese modernization has kept breaking…",
15bb7ccc78cb8516,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,al_jazeera,,2,,,,1,,0.2120,0,Young men flee Tigray amid fears of forced recruitment,
c4436337a87616f3,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,tehran_times,,2,,,,1,,0.1735,0,"5th Global Digital Trade Expo opens in Hangzhou, highlighting AI-empowered future",
b608d97df2698328,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,bbc_en,,2,,,,1,,0.3011,0,The world’s two most powerful men just met. How did it go?,
4384c3f99e994c31,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,the_war_zone,,2,,,,1,,0.1125,0,An SR-71 Blackbird Has Vanished (Updated),
1ce1859b155ee3ac,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,bbc_persian,,2,,,,1,,0.2897,0,پشت پرده امپراتوری کانتی؛ افشای رازهای یکی از بدنام‌ترین گروه‌های هکری جهان,
4f5497697badc156,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=1,1,bbc_en,,2,,,,1,,0.1811,0,From Nagaland to a path to the Oscars: Indian film brings a rarely seen world to global cinema,
048457942017210b,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,4,tg_entekhab|tg_fighter_radar,,3,,,,2,,0.4623,0,♦️ ۶ فوتی و ۲ مصدوم در سانحه رانندگی محور قدیم ساوه - همدان 🔹 رئیس مرکز حوادث و فوریت های پزشکی شهرستان ساوه گفت: برخورد ۲ دستگاه خودرو در محور قدیم ساوه - همدان ۶ کشته و ۲ مجروح برجای گذاشت. جزئیات در 👇 👇 https://www.entekhab.ir/003wlY 🆔 @Entekhab_ir,
f3099946d9c91ce5,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,osint613_a,,3,,,,1,,0.3378,0,Imam Outlines Islam Outreach Plan,
5a208ec4f4227bfb,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,osint613_a,,3,,,,1,,0.2362,0,"Italy Bans Burqas, Niqabs in Schools",
3ae2c3a2d83fad27,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,osint613_a,,3,,,,1,,0.3706,0,Zelensky: Trump Pledged Patriot Licenses,
065f3b6e10937571,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_parvaz_capital_tel,,3,,,,1,,0.1159,0,ترامپ اومده بجای بایدن، عکس خودکار اتوماتیک رو گذاشته تو کاخ سفید 😂,
16a4c225f04d4718,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_militarywave,,3,,,,1,,0.2974,0,"1️⃣ 2️⃣ 3️⃣ 4️⃣ A new joint project ‘TAKE A PUNCH! With Nikolay Valuev’ by RT.Doc and Nikolay Valuev. SMO veterans are returning to civilian life: spending time with loved ones, taking part in sports and supporting others who need help. Nikolay Valuev travels to Tyumen, where he meets Hero of Russia",
52c9bc0c21be42e2,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,2,osint613_a|tg_wfwitness,,3,,,,2,,0.2984,0,Russian Aircraft Intercepted Near Nordics,
75a07718beadb484,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_minas_tirith,,3,,,,1,,0.3373,0,وضعیت ساختمانی در شهر کی‌یف پس از حمله بامداد امروز روسیه @Minas_Tirith2024,
e86956807a16f82b,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_geopwatch,,3,,,,1,,0.2890,0,"⚡️ 🇺🇸 🛢 – Trump supports the idea of banning the exports of diesel, according to his own statements during a press conference with President Zelensky on the sidelines of the UNGA. I've said let's not send out the diesel. We make a lot of diesel, and it could…",
7bc90a36e67e808c,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,osint613_a,,3,,,,1,,0.1095,0,Trump Mourns Butler Rally Survivor,
47274c3bf7242516,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_defenderdome,,3,,,,1,,0.1558,0,"The U.S. Maritime Administration (MARAD), which oversees the country's merchant marine fleet, has ordered SUNY Maritime College to send its training ship ""Empire State"" into federal service. The ship normally serves as a floating classroom for maritime cadets, however MARAD has the authority to acti",
24fc8e1f091d274b,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_wfwitness,,3,,,,1,,0.2740,0,⚡️ 🇵🇭 🇨🇳 The Philippines says China Coast Guard and PLA Navy vessels interfered with a Philippine rotation and resupply mission to Ayungin Shoal on September 24. The mission was delivering supplies and rotating personnel aboard the BRP Sierra Madre. Manila said Chinese vessels hindered the operation,
dcb8a203967e2205,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_tabzlive,,3,,,,1,,0.1636,0,🇪🇹 ❌ 🇪🇹 — The TPLF-aligned Agew democratic movement rebel group captured the town of Tsemera in the Sekota district of the Amhara region of Ethiopia.,
6e3b52e8afdf0a0f,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,2,tg_tabzlive|tg_wfwitness,,3,,,,2,,0.3121,0,"🇺🇸 ⚡️ — U.S. Air Force announces its first two Collaborative Combat Aircraft (CCA) have arrived at Creech AFB, Nevada for operational testing and experimentation. One YFQ-44A CCA and one YFQ-42A CCA arrived at the base. CCAs are unmanned and semi-autonomous fighter UAVs designed to operate alongside",
d5a31fa0cbe6749c,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,osint613_a,,3,,,,1,,0.1139,0,"Trump to Hold Rally in Mobile, Alabama",
5254c6f7b849e363,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,3,tg_padeshah_fxn,,3,,,,0,,0.5116,0,👈 نفتکش‌های ایرانی توقیف شده شناسایی شدند 🔴 ۳ نفتکش حامل محمولۀ ۶۰۰ میلیون دلاری منتسب به ایران که به ادعای تانکر ترکرز توسط آمریکا ربوده شده‌اند، شناسایی شدند. 🔴 این سه نفتکش در اردیبهشت امسال واقع در دریای عمان ربوده شده‌اند. 🔴 بر این مبنا نفتکش مجستیک ایکس و تیفانی در سواحل شمالی برزیل هستند و نف,
dec98d14e7824ccb,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_geopolitics_prime,,3,,,,0,,0.4700,0,"🇸🇦 Saudi's key oil artery shut down: satellite images reveal heavy damage Satellite imagery shows heavy damage at Saudi Arabia's East-West Pipeline Pumping Station 11 near Medina, forcing the pipeline to shut down. More recent images show new above-ground sections and earthworks to bypass the statio",
345c432479ab869e,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_geopolitics_prime,,3,,,,0,,0.4894,0,Explore our catalogs to follow the Iran war 24/7 in different languages 🇫🇷 French 👉 ADD CHANNELS 🇩🇪 German 👉 ADD CHANNELS 🇪🇸 Spanish 👉 ADD CHANNELS 🇮🇹 Italian 👉 ADD CHANNELS 🇵🇹 Portuguese 👉 ADD CHANNELS 🇷🇸 Serbian 👉 ADD CHANNELS 🇮🇳 Indian 👉 ADD CHANNELS 🇬🇧 English 👉 ADD CHANNELS 🇺🇸 Particularly endo,
edc2d1c1db4a25e8,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_tweet_mardomi,,3,,,,0,,0.4455,0,شاید ۲۰۰ سال بعد، یک نفر صفحه ای از تاریخ رو باز کنه و بخونه: حدود ۲۰۰ سال پیش، دو کشور وارد یک جنگ تمام‌عیار شدن؛ یکی این سر دنیا، یکی اون سر دنیا نام یکی IRI بود و نام دیگری USA اما در میانه‌ی جنگ، مردم کشور IRI از ترسِ فردای خودشون، هرچی داشتن و نداشتن رو فروختن و تبدیل کردن به پولِ کشور مقابل؛ ب,
20a0dc611c7cb2f7,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_geopolitics_prime,,3,,,,0,,0.1922,0,🪖 💣 UK military mulls adopting ‘stealth cavalry’ to beat killer drones The British Army has come up with a new solution to drones that make short work of armored vehicles on the battlefield – soldiers on horseback As the British military tested whether cavalry could move covertly through wooded terr,
f1ffe600461534c6,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_geopolitics_prime,,3,,,,0,,0.3140,0,"🇹🇷 🇮🇶 Is Turkish deforestation of Iraqi Kurdistan a land-grab effort? Turkish trucks have been spotted transporting trees from Kista, a village in Iraq’s Duhok Governorate in the Kurdistan region, to Turkey, according to video footage circulating on social media. Some observers allege a more troubli",
784c453af62bcfc5,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_vira_university,,3,,,,0,,-0.0172,0,مطالعه با تغییرات مثبت در سلامت مغز و عملکرد شناختی مرتبط است پژوهشگران دانشگاه کمبریج در یک مرور علمی، ارتباط میان مطالعه برای لذت و جنبه‌های مختلف سلامت ذهن را بررسی کردند. یافته‌ها نشان می‌دهد کتاب خواندن می‌تواند با کاهش استرس، تقویت توجه و حافظه، بهبود مهارت‌های فکری و حمایت از سلامت شناختی در ,
59a941b0ebb58ce3,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_vira_university,,3,,,,0,,0.1225,0,تصویر روز ناسا 🗓 جمعه ۳ مهر ۱۴۰۵ عنوان: خوشه کروی امگا قنطورس عکاس: خاویر او. کادناس پارا خوشه ستاره‌ای کروی امگا قنطورس، که با نام NGC 5139 نیز شناخته می‌شود، شامل حدود ۱۰ میلیون ستاره است که عمری فراتر از خورشید دارند. این ستارگان در فضایی به قطر تقریبی ۱۵۰ سال نوری جای گرفته‌اند. این خوشه در فاصل,
baa01095acdba423,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,3,tg_geopolitics_prime|tg_irane_azad_news|tg_padeshah_fxn,,3,,,,0,,0.5657,0,👈 پزشکیان: ما به هیچ وجه قصد ترور ترامپ و یا هیچ یک از اعضای خانواده‌ش رو نداشتیم و این پُرپَکانی یهودی‌هاست. ✅ @Padeshah_FXN,
6708e9df679672e4,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,2,tg_behold_israel,,3,,,,0,,0.4126,0,"Why is the Feast of Tabernacles called the final feast? Because it’s the seventh and last of the Lord’s appointed feasts—coming after Israel celebrates Rosh Hashanah, the Feast of Trumpets, and Yom Kippur, the Day of Atonement. During Sukkot, Jewish people built small shelters called """"sukkahs"""" to ",
dfb50efab7734c5c,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_behold_israel,,3,,,,0,,0.3927,0,"Bibi’s Chess Game Erdoğan thought he had outmaneuvered everyone. He was sure the F-35 deal he had arranged with Trump was already in his pocket - until Bibi entered the picture. A few years ago, Turkey thought it was on top of the world when it purchased Russia’s S-400 air defense system. Today, tha",
bed2aa915d8f2993,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_esellco,,3,,,,0,,0.1352,0,خبرهای مهم پولساز برای امروز، جمعه ۲۵ سپتامبر ۲۰۲۶ 💰 ۱. موج جدید «عامل‌های هوش مصنوعی» برای افراد عادی یک اتفاق مهم در حال شکل‌گیری این است که AI از ابزار تولید متن و عکس، به سمت انجام کار به‌جای انسان می‌رود. برای نمونه، Meta اخیراً دستیار AI موسوم به Muse را با قابلیت‌هایی مانند انجام خرید، رزرو س,
cda531b9290e78d0,cap_dropped,over max_clusters_per_run; no LLM call. on_mission=0 corroborating_count=0,1,tg_esellco,,3,,,,0,,0.4425,0,وزارت دفاع لیتوانی: به دلیل تحرکات نظامی ارتش روسیه در مرز با لیتوانی، به زودی گردان های زرهی و تانک های ارتش آمریکا به صورت فوری به لیتوانی اعزام خواهند شد تا در مرز با روسیه مستقر شوند. https://t.me/esellco,
